spread_favorite,over_under_line,weather_temperature,weather_humidity,total_points,team_home_encoded,team_away_encoded,team_favorite_id_encoded
-7.0,42.0,72.0,0.0,36,27,15,28
-5.0,39.0,80.0,79.0,77,29,5,5
-10.0,45.0,52.0,60.0,58,31,17,32
-3.0,45.0,49.0,51.0,21,24,18,24
-3.0,40.0,70.0,70.0,31,1,21,1
-7.0,44.0,69.0,62.0,61,5,30,5
-7.5,45.0,66.0,68.0,33,6,19,6
-10.0,40.0,68.0,62.0,24,7,26,7
-14.5,43.0,76.0,58.0,45,8,28,29
-3.5,41.0,52.0,40.0,17,9,13,9
-3.5,42.0,64.0,77.0,34,18,15,18
-6.5,45.0,72.0,0.0,40,20,11,20
-7.5,41.0,72.0,0.0,43,22,24,22
-3.0,45.0,62.0,81.0,37,23,31,23
-4.5,46.0,80.0,26.0,22,17,25,25
-1.0,40.0,66.0,67.0,33,16,27,16
-6.5,40.0,79.0,79.0,33,29,10,30
-3.5,41.5,66.0,66.0,43,3,17,17
-6.5,39.0,44.0,73.0,37,3,24,3
-6.5,40.5,46.0,65.0,35,6,13,6
-7.5,40.0,72.0,0.0,27,10,20,20
-9.5,44.0,72.0,0.0,27,30,26,31
-8.5,39.0,56.0,57.0,64,15,8,15
-6.0,43.0,66.0,82.0,61,17,22,17
-3.5,45.5,69.0,65.0,43,19,11,19
-6.5,44.0,51.0,72.0,17,25,18,25
-2.5,39.0,70.0,74.0,54,17,1,0
-5.0,38.5,68.0,80.0,33,16,23,23
-10.5,41.0,63.0,76.0,57,28,21,29
-2.0,40.5,72.0,0.0,45,27,9,28
-7.0,42.5,55.0,45.0,60,31,29,32
-1.5,41.5,51.0,62.0,34,7,5,7
-4.0,41.0,56.0,55.0,48,3,19,3
-1.0,43.5,63.0,52.0,30,5,17,5
-6.5,41.0,59.0,49.0,79,6,29,6
-2.5,42.0,55.0,59.0,45,7,30,7
-3.5,43.0,71.0,71.0,29,8,17,0
-3.0,40.0,39.0,38.0,52,9,25,9
-6.0,42.0,61.0,54.0,43,11,10,11
-6.5,39.0,72.0,0.0,43,13,21,13
-2.0,42.0,63.0,47.0,61,18,31,32
-7.5,42.0,72.0,0.0,33,22,1,22
-9.0,42.0,64.0,77.0,33,24,28,29
-2.5,39.0,56.0,58.0,40,26,15,27
-6.5,38.5,72.0,0.0,17,27,16,28
-2.0,39.5,63.0,72.0,38,23,20,23
-3.0,40.0,56.0,51.0,58,1,3,3
-7.5,41.0,48.0,46.0,41,9,26,9
-3.0,41.5,47.0,76.0,27,11,5,5
-10.0,44.0,72.0,0.0,66,30,10,31
-2.5,39.0,57.0,69.0,30,15,27,15
-2.0,42.5,63.0,78.0,35,18,6,6
-3.0,43.0,79.0,80.0,32,19,13,19
-4.0,42.0,72.0,0.0,44,20,17,20
-7.5,39.0,43.0,54.0,53,21,24,21
-3.5,39.0,67.0,18.0,33,17,23,23
-4.5,39.0,62.0,82.0,37,16,25,25
-3.0,41.0,71.0,71.0,73,29,7,7
-14.0,45.5,49.0,76.0,16,31,8,32
-5.0,43.5,53.0,83.0,44,28,22,29
-6.5,40.0,38.0,60.0,37,3,13,3
-1.5,43.5,72.0,0.0,53,10,11,11
0.0,39.5,53.0,57.0,29,15,9,26
-2.5,40.5,60.0,84.0,41,17,23,17
-3.0,40.0,47.0,44.0,52,21,22,22
-3.0,44.0,52.0,44.0,54,24,19,19
-4.5,43.5,53.0,65.0,13,25,31,25
-6.5,40.0,70.0,23.0,44,17,8,0
-3.5,39.0,44.0,50.0,20,26,5,5
-2.5,38.0,64.0,80.0,26,16,18,18
-10.0,43.0,55.0,87.0,48,28,1,29
-2.5,39.5,72.0,0.0,24,27,7,7
-5.5,43.0,68.0,66.0,34,29,20,20
-5.5,44.0,72.0,0.0,50,30,6,31
-3.0,42.0,49.0,48.0,43,1,22,22
-11.0,40.5,33.0,63.0,63,5,29,5
-7.5,43.5,33.0,55.0,49,6,10,6
-7.0,38.0,30.0,64.0,20,7,15,7
-7.0,44.0,55.0,77.0,31,8,19,19
-5.5,44.0,72.0,0.0,30,30,18,31
-6.0,41.0,72.0,0.0,37,13,24,13
-10.5,43.0,72.0,21.0,51,17,17,17
-5.5,42.5,34.0,46.0,57,21,3,3
-10.0,37.5,35.0,47.0,18,23,27,23
-1.0,39.0,33.0,69.0,19,25,20,20
-3.0,37.0,28.0,60.0,37,26,16,27
-10.5,46.0,59.0,70.0,38,28,11,29
-1.5,42.0,51.0,43.0,24,31,9,32
-6.0,39.0,42.0,50.0,27,8,25,25
-7.0,41.0,72.0,0.0,23,10,7,7
-3.5,41.0,41.0,81.0,31,3,6,3
-9.0,37.0,40.0,60.0,55,9,27,9
-3.0,38.0,36.0,71.0,39,11,20,20
-5.5,37.0,72.0,0.0,16,13,16,13
-1.5,39.0,42.0,67.0,34,15,30,31
-6.5,42.0,61.0,77.0,45,18,21,18
-7.5,41.0,77.0,86.0,48,19,26,19
0.0,43.0,72.0,0.0,37,22,17,26
-2.0,42.5,45.0,68.0,34,24,1,24
-1.0,43.5,63.0,60.0,27,17,29,0
-1.5,39.5,48.0,66.0,52,31,5,5
-5.5,41.0,51.0,70.0,58,28,23,29
-9.5,43.0,39.0,38.0,33,1,28,29
-4.0,36.0,24.0,69.0,21,7,6,7
-10.0,41.5,44.0,31.0,66,8,17,17
-4.0,40.0,72.0,0.0,35,10,22,22
-4.5,36.0,21.0,47.0,47,15,19,15
-1.5,40.5,66.0,19.0,29,18,9,18
-6.0,39.5,72.0,0.0,43,20,5,20
-1.0,37.0,30.0,70.0,38,21,13,21
-3.0,36.0,35.0,56.0,41,23,25,23
-5.5,41.5,63.0,24.0,39,17,31,32
-3.0,37.0,24.0,76.0,39,26,30,31
-4.0,37.0,65.0,19.0,37,16,24,16
-2.5,44.5,59.0,56.0,33,29,11,11
-4.5,38.5,72.0,0.0,33,27,3,3
-6.5,36.0,26.0,68.0,41,3,22,3
-6.5,36.0,32.0,66.0,44,5,10,5
-10.0,37.0,28.0,89.0,41,6,27,6
-3.0,35.0,31.0,70.0,21,9,23,9
-3.0,36.0,26.0,61.0,24,11,15,11
-8.0,44.0,72.0,0.0,37,30,29,31
-1.5,37.0,72.0,0.0,40,13,7,7
-9.5,40.0,57.0,85.0,30,18,17,18
-5.0,43.0,60.0,73.0,41,19,21,19
-12.5,40.0,72.0,0.0,60,20,1,20
-1.0,38.0,27.0,42.0,13,24,26,24
-12.0,38.0,24.0,56.0,30,25,8,25
-9.5,37.0,27.0,55.0,47,31,16,32
-2.0,45.0,56.0,61.0,57,17,28,29
-12.0,35.0,27.0,57.0,15,23,8,23
-7.0,38.5,53.0,25.0,37,17,9,9
-7.0,42.5,27.0,44.0,61,1,31,32
-2.0,35.0,8.0,73.0,68,5,11,5
-3.5,40.0,1.0,69.0,68,6,30,6
-1.5,34.0,2.0,71.0,40,7,20,20
-3.0,40.5,72.0,0.0,40,10,29,10
-1.0,40.5,72.0,0.0,55,13,19,19
-8.0,35.0,11.0,67.0,33,15,16,15
-13.0,43.0,55.0,76.0,52,17,24,17
-3.0,35.0,3.0,74.0,38,26,21,27
-6.0,43.0,47.0,80.0,31,28,3,29
-1.0,38.0,72.0,0.0,40,27,18,18
-1.5,39.0,72.0,0.0,50,22,25,25
-3.5,43.0,72.0,0.0,44,30,7,31
-8.0,35.0,12.0,52.0,37,24,3,3
-2.0,43.5,72.0,0.0,29,27,31,28
-3.0,41.5,17.0,46.0,55,1,10,10
-7.0,41.0,23.0,32.0,30,8,11,11
-3.0,41.0,38.0,62.0,51,19,15,19
-6.5,36.0,12.0,48.0,44,21,17,17
-2.5,39.5,72.0,0.0,47,22,13,22
-7.0,34.5,14.0,50.0,51,23,18,23
-13.5,35.0,14.0,54.0,45,25,17,25
-2.5,36.5,63.0,30.0,35,16,9,9
-9.0,43.5,46.0,83.0,26,28,5,29
-3.0,40.0,31.0,58.0,53,29,26,27
-5.0,43.0,72.0,0.0,50,20,6,20
-1.0,46.0,79.0,70.0,74,1,30,1
-7.5,37.0,59.0,83.0,36,3,13,3
-6.0,37.0,73.0,78.0,17,5,27,5
-9.0,42.0,72.0,91.0,45,6,24,6
-3.0,37.0,68.0,79.0,16,7,26,7
-3.0,37.0,76.0,87.0,31,8,16,16
-6.5,43.0,72.0,0.0,59,10,29,10
-3.5,43.0,68.0,83.0,60,11,17,17
-1.5,37.0,78.0,71.0,45,15,20,20
-1.5,39.0,75.0,64.0,23,18,9,9
-1.5,39.0,58.0,65.0,51,21,19,19
-4.0,38.0,64.0,61.0,47,23,25,23
-12.0,43.0,68.0,75.0,31,31,17,32
-4.5,44.0,72.0,0.0,25,22,28,29
-7.5,37.0,84.0,58.0,35,8,23,23
-3.5,50.0,72.0,0.0,35,10,1,10
-3.0,38.0,54.0,78.0,44,11,5,11
-2.5,36.0,72.0,0.0,30,13,21,13
-2.0,42.0,82.0,76.0,37,19,3,3
-6.0,40.0,72.0,0.0,35,20,22,20
-2.5,38.0,67.0,57.0,45,24,7,7
-13.5,37.0,64.0,68.0,44,25,17,25
-2.5,42.0,57.0,86.0,29,26,30,27
-3.0,39.0,70.0,77.0,37,16,6,6
-5.0,44.0,63.0,71.0,39,28,31,29
-1.0,36.0,72.0,0.0,30,27,18,18
-3.0,47.0,83.0,79.0,49,29,17,17
-6.0,39.0,62.0,65.0,47,9,15,9
-2.5,37.0,50.0,63.0,35,5,20,5
-9.5,42.0,52.0,72.0,48,6,21,6
-4.0,36.0,49.0,84.0,38,7,16,7
-9.0,37.0,58.0,46.0,65,9,27,9
-2.5,42.0,47.0,63.0,20,11,15,11
-9.5,41.0,72.0,0.0,34,30,13,31
-5.5,35.0,69.0,77.0,23,18,26,18
-5.5,46.0,69.0,77.0,48,17,25,17
-9.5,37.0,72.0,0.0,35,22,17,22
-6.5,40.0,63.0,66.0,23,23,19,23
-11.5,46.0,66.0,82.0,32,28,1,29
-3.0,47.0,85.0,73.0,43,29,10,30
-14.0,42.0,63.0,58.0,34,31,8,32
0.0,43.0,57.0,58.0,37,24,3,26
-3.0,41.0,58.0,91.0,57,3,9,3
-2.5,46.0,72.0,0.0,45,10,11,10
-6.5,36.0,56.0,74.0,34,15,7,15
-1.5,34.0,68.0,85.0,34,18,5,18
-8.0,40.0,72.0,0.0,43,20,29,20
0.0,40.0,67.0,82.0,50,21,24,26
-13.5,36.0,69.0,80.0,48,23,8,23
-13.0,37.0,69.0,90.0,47,25,13,25
-6.5,37.0,78.0,30.0,48,17,31,32
-2.0,36.0,62.0,84.0,34,26,19,19
-2.5,40.0,70.0,77.0,24,16,30,16
-2.5,43.0,72.0,0.0,47,27,6,6
-2.5,40.0,72.0,64.0,55,1,22,1
-3.0,37.0,71.0,53.0,62,3,18,3
-4.0,38.0,58.0,79.0,40,5,11,5
-2.5,40.0,83.0,66.0,24,8,29,30
-5.5,46.0,72.0,0.0,45,30,28,29
-6.0,37.0,72.0,0.0,42,13,15,15
-5.0,47.0,68.0,67.0,65,17,6,17
-6.5,45.0,82.0,70.0,36,19,24,19
-7.0,43.0,72.0,0.0,61,20,10,20
-3.0,39.0,72.0,60.0,53,21,27,28
-1.0,34.0,66.0,66.0,50,26,16,16
-9.5,39.0,32.0,86.0,59,9,7,9
-5.5,46.0,63.0,75.0,80,1,28,29
-2.0,41.0,55.0,76.0,47,5,17,5
-7.5,39.0,50.0,42.0,51,9,26,9
-4.0,48.0,72.0,0.0,65,30,6,31
-6.5,41.0,62.0,57.0,67,15,10,15
-4.5,39.0,66.0,77.0,41,18,27,18
-5.0,38.0,72.0,0.0,45,22,7,22
-4.0,38.0,73.0,81.0,42,24,16,24
-1.5,37.0,77.0,18.0,23,17,8,0
-2.5,44.0,78.0,74.0,40,29,11,30
-1.0,39.0,74.0,68.0,44,31,23,23
-4.5,41.0,70.0,70.0,56,25,20,25
-10.0,42.0,82.0,70.0,27,19,21,19
-9.0,42.0,53.0,53.0,57,3,24,3
-5.0,43.0,72.0,0.0,33,30,22,31
-1.0,44.0,72.0,0.0,44,13,9,13
-6.0,50.0,70.0,32.0,68,17,1,17
-13.5,38.0,57.0,62.0,39,23,17,23
-3.0,37.0,68.0,35.0,33,16,18,18
-10.0,42.0,59.0,57.0,34,28,26,29
-1.5,42.0,72.0,0.0,26,27,15,28
-8.5,38.0,79.0,78.0,30,29,8,30
-5.0,44.0,55.0,75.0,20,31,25,32
-2.5,43.0,55.0,88.0,47,7,6,7
0.0,53.0,56.0,46.0,55,1,6,26
-3.5,37.0,66.0,65.0,41,8,25,25
-2.0,42.0,43.0,59.0,34,11,20,11
-8.5,46.0,72.0,0.0,29,30,24,31
-2.5,41.0,72.0,0.0,34,13,19,19
-6.0,42.0,45.0,64.0,37,21,3,3
-5.0,43.0,72.0,0.0,37,22,10,22
-3.5,38.0,50.0,53.0,31,23,31,23
-6.5,37.0,80.0,21.0,52,17,5,5
-3.5,36.0,63.0,88.0,51,16,29,16
-13.0,42.0,59.0,76.0,37,28,7,29
-1.0,44.0,42.0,54.0,51,26,17,27
-7.0,44.0,61.0,64.0,28,6,22,6
-3.0,39.0,58.0,68.0,42,7,3,3
-3.0,43.0,72.0,0.0,79,10,31,32
-7.0,43.0,38.0,77.0,44,11,28,29
-2.0,38.0,36.0,89.0,16,15,18,15
-4.0,51.0,62.0,42.0,30,17,30,17
-9.5,39.0,77.0,67.0,26,19,17,19
-1.0,44.0,72.0,0.0,49,20,9,9
-4.5,38.0,67.0,50.0,33,24,8,24
-9.0,38.0,60.0,78.0,68,25,21,25
-4.0,44.0,58.0,60.0,30,26,1,27
-5.0,39.0,72.0,0.0,45,27,16,28
-5.0,39.0,74.0,72.0,32,29,5,5
-10.0,37.0,72.0,0.0,31,13,23,23
-12.5,38.0,37.0,66.0,59,3,17,3
-9.0,41.0,35.0,58.0,54,5,1,5
-10.0,40.0,58.0,57.0,30,8,28,29
-2.5,46.0,72.0,0.0,24,10,20,10
-6.5,38.0,50.0,64.0,33,15,27,15
-7.0,38.0,70.0,32.0,45,18,11,18
-4.0,44.0,70.0,32.0,38,17,23,23
-2.0,37.0,46.0,59.0,23,21,13,21
-7.0,38.0,72.0,0.0,42,22,29,22
-3.5,38.0,47.0,51.0,20,24,19,19
-2.5,40.0,69.0,39.0,26,16,9,16
-3.0,44.0,44.0,49.0,42,25,31,25
-1.0,47.0,49.0,50.0,47,1,25,1
-15.0,39.0,31.0,64.0,14,3,21,3
-2.5,42.0,39.0,66.0,30,6,26,6
-3.5,38.0,37.0,69.0,58,7,30,31
-2.5,40.0,47.0,45.0,29,9,5,5
-3.0,37.0,72.0,0.0,31,13,24,24
-3.5,35.0,49.0,54.0,37,15,16,15
-9.0,42.0,62.0,80.0,45,17,8,17
-12.5,40.0,40.0,62.0,20,23,10,23
-5.0,41.0,70.0,35.0,45,17,11,11
-14.5,43.0,55.0,85.0,38,28,29,29
-3.5,39.0,72.0,0.0,45,27,20,28
-3.5,38.0,42.0,47.0,48,31,22,32
-3.5,37.0,70.0,61.0,23,19,18,19
-5.5,39.0,63.0,96.0,44,8,31,32
-1.0,45.0,72.0,0.0,67,10,9,10
-11.5,41.0,56.0,56.0,54,6,13,6
-5.0,36.0,48.0,63.0,43,7,19,19
-7.5,39.0,44.0,49.0,30,11,29,11
-4.0,36.0,60.0,86.0,51,18,15,18
-2.5,38.0,72.0,0.0,54,20,5,5
-4.5,43.0,72.0,0.0,17,22,1,22
-3.5,37.0,52.0,47.0,31,24,26,27
-3.0,37.0,52.0,63.0,44,25,23,23
-5.0,38.0,68.0,43.0,48,17,21,0
-3.5,37.0,60.0,76.0,23,16,27,16
-11.5,47.0,55.0,82.0,45,28,17,29
-3.0,47.0,72.0,0.0,51,30,3,31
-3.0,40.0,42.0,62.0,53,3,25,3
-8.5,38.0,34.0,58.0,40,5,10,5
-3.5,41.0,42.0,65.0,61,7,17,17
-1.0,36.0,52.0,72.0,30,8,22,22
-2.5,38.0,25.0,67.0,43,9,18,18
-6.0,42.0,72.0,0.0,30,20,11,20
-8.5,37.0,48.0,42.0,44,21,15,15
-2.0,40.0,56.0,40.0,37,17,13,0
-4.5,41.0,44.0,50.0,28,26,6,27
-7.0,37.0,58.0,57.0,55,16,24,16
-1.5,42.0,72.0,0.0,23,27,30,31
-2.5,42.0,68.0,72.0,40,29,1,1
-3.0,39.0,47.0,59.0,62,31,19,32
-3.5,42.0,49.0,60.0,10,28,23,29
-5.0,42.0,45.0,40.0,37,1,17,1
-3.5,45.0,36.0,71.0,37,6,28,29
-3.5,37.0,38.0,71.0,34,11,27,11
-13.0,44.0,72.0,0.0,72,30,7,31
-5.5,40.0,72.0,0.0,38,13,3,3
-7.0,38.0,44.0,53.0,51,15,9,15
-5.0,43.0,64.0,21.0,44,17,22,17
-1.0,42.0,59.0,67.0,43,19,25,19
-6.5,36.0,43.0,55.0,38,23,20,23
-13.5,36.0,35.0,78.0,27,26,21,27
-4.5,41.0,43.0,54.0,19,31,5,32
-3.5,43.0,72.0,0.0,69,10,18,18
-14.0,38.0,33.0,59.0,35,21,31,32
-4.0,37.0,37.0,60.0,30,23,3,23
0.0,39.0,39.0,79.0,23,7,1,26
-4.5,37.0,48.0,67.0,51,8,17,8
-2.5,38.0,32.0,38.0,30,9,16,9
-3.0,44.0,72.0,0.0,59,10,5,5
-3.5,42.0,33.0,79.0,37,15,30,15
-6.5,39.0,53.0,53.0,31,18,6,18
-4.5,37.0,71.0,70.0,41,19,27,19
-3.0,36.0,72.0,0.0,15,22,26,22
-3.5,37.0,45.0,74.0,50,24,13,24
-10.0,40.0,45.0,83.0,31,25,11,25
-6.5,38.0,67.0,74.0,39,29,20,20
-6.0,46.0,52.0,43.0,36,17,28,29
-3.0,36.0,14.0,82.0,41,11,10,10
-5.5,41.0,72.0,0.0,63,13,31,32
-1.0,41.0,72.0,0.0,52,20,18,18
-3.0,41.0,67.0,86.0,33,1,17,17
-3.5,35.0,39.0,95.0,38,3,19,3
-6.5,35.0,8.0,68.0,41,5,29,5
-3.0,44.0,31.0,92.0,60,6,30,31
-7.0,37.0,59.0,92.0,49,24,21,24
-7.0,37.0,63.0,99.0,20,25,8,25
-6.5,36.0,36.0,31.0,45,17,23,23
-11.0,35.0,47.0,93.0,35,26,7,27
-3.0,37.0,45.0,35.0,45,16,15,15
-9.0,38.0,34.0,49.0,23,28,22,29
-5.0,42.0,72.0,0.0,29,27,9,28
-1.5,36.0,38.0,91.0,31,5,15,15
-7.5,43.0,49.0,89.0,44,17,25,25
-2.0,36.0,57.0,96.0,33,1,8,1
-16.0,39.0,52.0,92.0,35,6,7,6
-7.0,37.0,9.0,57.0,35,9,11,9
-2.0,38.0,72.0,0.0,48,30,26,27
-10.5,39.0,53.0,42.0,29,18,16,18
-8.0,41.0,77.0,79.0,40,19,13,19
-4.0,41.0,72.0,0.0,37,20,28,29
-14.0,36.0,49.0,88.0,23,21,23,23
-3.0,47.0,72.0,0.0,40,27,10,28
-3.5,41.0,75.0,82.0,30,29,24,30
-4.0,40.0,58.0,87.0,43,31,3,32
-6.5,40.0,72.0,0.0,37,22,17,22
-7.0,42.0,59.0,58.0,66,3,19,3
-2.0,36.0,67.0,69.0,16,5,20,5
-2.5,36.0,65.0,62.0,40,7,8,8
-2.0,45.0,71.0,40.0,59,9,6,9
-2.0,44.0,60.0,66.0,23,11,25,25
-2.5,44.0,72.0,0.0,64,30,18,31
-9.0,37.0,72.0,0.0,23,13,21,13
-7.0,42.0,75.0,80.0,17,15,1,15
-7.0,42.0,66.0,77.0,38,17,17,17
-4.0,35.0,72.0,0.0,51,22,27,22
-2.5,40.0,66.0,47.0,29,24,29,24
-6.0,36.0,68.0,46.0,46,26,16,27
-7.5,44.0,76.0,50.0,45,31,10,32
-1.5,37.0,65.0,53.0,30,23,28,23
-1.5,41.0,78.0,76.0,39,1,20,1
-7.0,42.0,73.0,55.0,86,3,26,3
-2.5,51.0,73.0,61.0,37,6,30,6
-2.0,44.0,72.0,0.0,37,10,11,10
-6.5,36.0,77.0,83.0,27,15,22,15
-4.0,40.0,65.0,78.0,29,18,9,18
-8.0,42.0,82.0,77.0,23,19,13,19
-1.0,36.0,70.0,62.0,20,21,7,7
-7.0,38.0,78.0,52.0,32,23,17,23
-6.5,36.5,76.0,56.0,36,25,17,25
-12.0,38.0,62.0,75.0,48,28,16,29
-5.0,36.0,72.0,0.0,33,27,24,28
-3.5,36.0,80.0,82.0,41,29,5,5
-2.0,40.0,81.0,68.0,64,8,31,32
-1.5,34.0,82.0,65.0,37,5,23,23
-3.5,40.0,81.0,64.0,27,7,6,6
-3.5,38.0,81.0,77.0,24,8,25,8
-6.0,38.0,58.0,43.0,26,9,27,9
-3.0,44.0,72.0,0.0,30,10,19,19
-3.5,38.0,75.0,88.0,28,11,29,11
-8.5,36.0,66.0,77.0,16,18,13,18
-3.0,42.0,72.0,0.0,31,20,28,29
-3.0,37.0,72.0,0.0,31,22,17,22
-9.5,46.0,70.0,81.0,43,24,3,3
-13.5,36.0,78.0,71.0,26,26,21,27
-2.0,40.0,67.0,74.0,23,16,1,16
-9.0,41.0,76.0,81.0,34,31,17,32
-4.5,43.0,72.0,0.0,24,30,15,31
-2.5,36.0,64.0,57.0,38,1,18,18
-3.5,43.0,59.0,64.0,61,6,31,32
-8.0,38.0,53.0,46.0,46,9,16,9
-1.0,37.0,72.0,0.0,57,13,10,10
-7.5,36.0,58.0,68.0,33,15,27,15
-7.0,38.0,82.0,82.0,29,19,11,19
-12.5,38.0,55.0,59.0,44,21,30,31
-3.0,36.0,72.0,0.0,26,22,20,22
-12.0,36.0,61.0,51.0,23,23,7,23
-3.0,36.0,59.0,55.0,37,25,26,25
-1.0,36.0,86.0,43.0,26,17,8,0
-7.5,38.0,61.0,81.0,37,28,17,29
-8.0,44.0,80.0,78.0,27,29,3,3
-7.5,36.0,55.0,63.0,32,5,24,5
-2.5,35.0,66.0,51.0,33,1,22,22
-8.0,44.0,47.0,66.0,55,3,5,3
-2.5,36.0,66.0,61.0,37,8,23,23
-6.0,40.0,72.0,0.0,34,10,29,10
-3.0,36.0,66.0,86.0,18,18,28,29
-4.5,38.0,66.0,86.0,44,17,11,17
-5.0,40.0,72.0,0.0,19,20,9,20
-2.0,38.0,61.0,52.0,64,24,19,19
-6.0,36.0,87.0,25.0,34,17,21,0
-3.5,36.0,68.0,81.0,27,16,15,15
-8.0,36.0,72.0,0.0,34,27,13,28
-6.0,40.0,64.0,62.0,23,31,25,32
-3.0,37.0,43.0,64.0,27,5,31,32
-3.5,40.0,45.0,69.0,20,6,27,6
-1.5,34.0,46.0,66.0,31,7,24,24
-3.0,40.0,72.0,0.0,44,10,20,10
-2.5,35.0,44.0,60.0,37,11,8,8
-7.5,44.0,72.0,0.0,56,30,9,31
-6.0,36.0,72.0,0.0,24,13,26,27
-7.5,34.0,65.0,84.0,34,18,16,18
-6.5,35.0,64.0,94.0,30,21,19,19
-9.5,34.0,64.0,88.0,29,23,17,23
-3.0,32.0,77.0,89.0,27,29,25,25
-3.0,40.0,52.0,46.0,39,15,3,3
-20.0,41.0,44.0,78.0,48,3,13,3
-6.5,40.0,74.0,48.0,58,8,6,8
-7.0,35.0,62.0,46.0,49,15,19,15
-3.5,38.0,68.0,81.0,54,17,16,17
-6.5,36.0,72.0,0.0,41,20,17,20
-3.0,40.0,55.0,58.0,43,24,30,31
-6.0,30.0,53.0,68.0,19,25,22,22
-10.5,36.0,60.0,78.0,73,28,1,29
-2.5,34.0,72.0,0.0,43,27,18,28
-14.0,37.0,55.0,66.0,59,31,7,32
-3.5,34.0,47.0,65.0,43,26,23,23
-3.0,35.0,58.0,52.0,10,11,5,5
-2.0,37.0,48.0,38.0,35,9,15,15
-12.5,34.0,72.0,0.0,23,13,24,24
-4.0,38.0,66.0,85.0,37,18,17,18
-5.5,42.0,78.0,85.0,30,19,30,31
-7.0,34.0,48.0,49.0,49,21,20,20
-13.0,32.0,72.0,0.0,30,22,29,22
-2.5,38.0,83.0,21.0,26,17,1,1
-3.5,36.0,41.0,75.0,34,26,27,27
-5.0,36.0,62.0,90.0,54,16,7,16
-7.0,42.0,69.0,46.0,38,28,10,29
-13.5,50.0,47.0,57.0,51,3,6,3
-2.5,40.0,71.0,68.0,45,1,17,1
-1.5,35.0,64.0,78.0,31,7,26,7
-2.5,44.0,72.0,0.0,44,10,8,10
-15.5,46.0,72.0,0.0,38,30,6,31
-6.0,36.0,65.0,78.0,15,21,9,9
-6.5,32.0,72.0,0.0,37,22,5,22
-2.5,38.0,64.0,89.0,30,23,31,32
-4.0,35.0,61.0,94.0,30,25,28,29
-2.0,34.0,65.0,49.0,28,17,20,20
-6.5,37.0,72.0,0.0,29,27,16,28
-2.5,34.0,76.0,76.0,27,29,11,30
-6.5,35.0,65.0,83.0,45,15,18,15
-5.0,39.0,43.0,57.0,31,1,28,29
-17.0,41.0,33.0,74.0,39,3,21,3
-7.0,32.0,18.0,71.0,30,5,10,5
-2.5,36.0,28.0,57.0,44,6,7,7
-9.5,36.0,33.0,49.0,34,8,17,8
-6.5,35.0,16.0,54.0,33,9,26,9
-9.0,36.0,72.0,0.0,16,13,19,19
-4.0,36.0,62.0,69.0,41,17,22,22
-11.5,36.0,72.0,0.0,41,20,29,20
-6.5,35.0,54.0,55.0,35,24,11,24
-6.5,43.0,48.0,51.0,29,31,30,32
-3.5,32.0,42.0,39.0,37,25,23,23
-1.5,38.0,32.0,60.0,60,6,26,6
-2.0,33.0,31.0,76.0,62,7,25,25
-3.0,36.0,45.0,78.0,33,9,18,9
-7.0,37.0,32.0,56.0,58,11,3,3
-10.0,43.0,72.0,0.0,49,30,8,31
-4.0,40.0,62.0,74.0,47,17,15,15
-6.5,35.0,59.0,63.0,50,19,21,19
-5.5,31.0,72.0,0.0,13,22,28,22
-13.5,32.0,40.0,63.0,55,24,13,24
-6.5,34.0,74.0,39.0,35,17,23,23
-2.0,36.0,63.0,71.0,31,16,27,28
-3.0,36.0,51.0,73.0,51,29,10,10
-12.0,35.0,40.0,75.0,73,31,1,32
-3.0,36.0,72.0,0.0,51,20,5,20
-6.5,38.0,63.0,70.0,50,1,29,1
-4.5,46.0,72.0,0.0,31,10,17,10
-2.0,36.0,32.0,84.0,56,11,20,20
-13.0,45.0,72.0,0.0,52,30,7,31
-9.5,38.0,72.0,0.0,48,13,5,5
-6.5,36.0,51.0,86.0,44,15,9,15
-3.5,34.0,57.0,75.0,38,18,27,18
-3.0,35.0,37.0,42.0,49,21,24,24
-6.0,36.0,41.0,42.0,31,23,8,23
-9.5,38.0,43.0,42.0,27,25,6,25
-7.0,40.0,39.0,60.0,55,26,31,32
-4.5,32.0,58.0,69.0,45,16,22,22
-12.0,32.0,59.0,60.0,24,28,17,29
-4.0,46.0,75.0,71.0,68,19,3,3
-8.0,36.0,25.0,82.0,29,5,19,5
-6.5,36.0,31.0,68.0,52,6,18,18
-4.0,36.0,34.0,72.0,35,7,15,15
-7.0,34.0,28.0,80.0,24,11,13,11
-6.0,42.0,72.0,0.0,48,20,10,20
-8.5,42.0,47.0,94.0,29,21,3,3
-6.5,35.0,72.0,0.0,43,22,1,22
-4.0,38.0,54.0,88.0,27,24,16,24
-6.5,33.0,58.0,18.0,48,17,25,25
-7.5,40.0,37.0,77.0,40,26,30,31
-3.5,36.0,72.0,0.0,23,27,9,28
-9.0,34.0,60.0,78.0,35,29,23,23
-12.5,42.0,52.0,71.0,45,31,8,32
-3.0,38.0,62.0,38.0,43,17,28,29
-6.0,40.0,68.0,77.0,30,8,26,8
-3.0,41.0,72.0,0.0,22,10,5,10
-8.5,38.0,71.0,84.0,66,1,11,1
-9.0,46.0,40.0,73.0,37,3,24,3
-7.0,39.0,39.0,86.0,51,6,23,23
-6.5,33.0,14.0,65.0,23,9,21,9
